Course Code,Course Title,Credits,CRN,Section Type,Time,Days per Week,Instructor,Method,Semester,Year,Time of Day,Duration of Class (minutes)
ME 450,Air Pollution Engineering,3,30901,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Spring,2017,Evening,150
ME 450,Air Pollution Engineering,3,34696,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Spring,2017,Evening,150
ME 464,Virtual Automation,0,40204,LCD,ARRANGED,0,"Thomas, L",On Campus,Spring,2017,N/A,0
ME 494,Special Topics in Mechanical Engineering,3,40198,LCD,ARRANGED,0,N/A,On Campus,Spring,2017,N/A,0
ME 494,Special Topics in Mechanical Engineering,3,32346,LCD,11:00 AM - 11:50 AM,3,"Abiade, J",On Campus,Spring,2017,Morning,50
ME 494,Special Topics in Mechanical Engineering,3,32347,LCD,11:00 AM - 11:50 AM,3,"Abiade, J",On Campus,Spring,2017,Morning,50
ME 494,Special Topics in Mechanical Engineering,3,29386,LCD,12:00 PM - 12:50 PM,3,"Komperda, J",On Campus,Spring,2017,Afternoon,50
ME 494,Special Topics in Mechanical Engineering,3,29387,LCD,12:00 PM - 12:50 PM,3,"Komperda, J",On Campus,Spring,2017,Afternoon,50
ME 499,Professional Development Seminar,0,38363,LCD,05:00 PM - 05:50 PM,1,"Darabi, H",On Campus,Spring,2017,Evening,50
ME 501,Advanced Thermodynamics,4,39399,LCD,12:30 PM - 01:45 PM,2,"Paoli, R",On Campus,Spring,2017,Afternoon,75
ME 502,Applied Stress Analysis II,4,40196,LCD,ARRANGED,0,"Thomas, L",On Campus,Spring,2017,N/A,0
ME 504,Computer Aided Analysis of Multibody Systems I,4,39400,LCD,02:00 PM - 03:15 PM,2,"Shabana, A",On Campus,Spring,2017,Afternoon,75
ME 511,Mechatronics II,4,19582,LEC,04:00 PM - 04:50 PM,2,"Cetinkunt, S",On Campus,Spring,2017,Afternoon,50
ME 512,Automatic Control of Mechanical Systems,4,33278,LCD,05:00 PM - 06:15 PM,2,"Cetinkunt, S",On Campus,Spring,2017,Evening,75
ME 522,Convective Heat Transfer,4,31460,LCD,05:00 PM - 07:30 PM,1,"Manafzadeh, S",On Campus,Spring,2017,Evening,150
ME 525,Boiling Heat Transfer and Two-Phase Flow,4,40047,LEC,02:00 PM - 02:50 PM,3,"Anand, S",On Campus,Spring,2017,Afternoon,50
ME 540,"Design, Modeling, and Fabrication of Microsystems",4,33282,LCD,05:00 PM - 06:15 PM,2,"Saggere, L",On Campus,Spring,2017,Evening,75
ME 541,Microelectronic Fabrication Techniques,4,22184,LCD,04:00 PM - 05:15 PM,2,"Yang, Z",On Campus,Spring,2017,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,15844,LCD,09:30 AM - 10:45 AM,2,"Mashayek, F",On Campus,Spring,2017,Morning,75
ME 594,Current Topics in Mechanical Engineering,4,33580,LCD,01:00 PM - 01:50 PM,3,"Berniker, M",On Campus,Spring,2017,Afternoon,50
ME 594,Current Topics in Mechanical Engineering,4,39828,LCD,03:30 PM - 04:45 PM,2,"Banerjee, P",On Campus,Spring,2017,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,36618,LCD,03:30 PM - 04:45 PM,2,"Shahbazian-Yassar, R",On Campus,Spring,2017,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,39888,LCD,03:30 PM - 04:45 PM,2,"Subramanian, A",On Campus,Spring,2017,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,38589,LCD,05:00 PM - 07:30 PM,1,"Pan, Y",On Campus,Spring,2017,Evening,150
ME 205,Introduction to Thermodynamics,3,14491,LCD,01:30 PM - 04:00 PM,2,"Siow, Y",On Campus,Summer,2017,Afternoon,150
ME 210,Engineering Dynamics,3,14492,LCD,10:00 AM - 12:30 PM,2,"Szwalek, J",On Campus,Summer,2017,Morning,150
ME 428,Numerical Methods in Mechanical Engineering,3,14496,LCD,01:30 PM - 04:00 PM,2,"Komperda, J",On Campus,Summer,2017,Afternoon,150
ME 428,Numerical Methods in Mechanical Engineering,3,14763,LCD,01:30 PM - 04:00 PM,2,"Komperda, J",On Campus,Summer,2017,Afternoon,150
ME 205,Introduction to Thermodynamics,3,38920,LCD,02:00 PM - 02:50 PM,3,"Siow, Y",On Campus,Fall,2017,Afternoon,50
ME 205,Introduction to Thermodynamics,3,12405,LCD,03:00 PM - 03:50 PM,3,"Minkowycz, W",On Campus,Fall,2017,Afternoon,50
ME 210,Engineering Dynamics,3,12407,LCD,12:00 PM - 12:50 PM,3,"Lilley, C",On Campus,Fall,2017,Afternoon,50
ME 211,Fluid Mechanics I,4,12429,LCD,03:00 PM - 03:50 PM,3,"Xu, J",On Campus,Fall,2017,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,12457,LEC,12:00 PM - 12:50 PM,3,"Abiade, J",On Campus,Fall,2017,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,35096,LEC,10:00 AM - 10:50 AM,3,"Siow, Y",On Campus,Fall,2017,Morning,50
ME 250,Introduction to Engineering Design and Graphics,3,36752,LEC,02:00 PM - 02:50 PM,3,"Scott, M",On Campus,Fall,2017,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,38912,LEC,04:00 PM - 04:50 PM,3,"Siow, Y",On Campus,Fall,2017,Afternoon,50
ME 261,Materials for Manufacturing,2,12472,LCD,03:00 PM - 03:50 PM,3,"McNallan, M",On Campus,Fall,2017,Afternoon,50
ME 308,Mechanical Vibrations,3,29574,LCD,03:00 PM - 03:50 PM,3,"Lilley, C",On Campus,Fall,2017,Afternoon,50
ME 312,Dynamic Systems and Control,3,22457,LCD,03:00 PM - 03:50 PM,3,"Berniker, M",On Campus,Fall,2017,Afternoon,50
ME 320,Mechanisms and Dynamics of Machinery,3,12477,LCD,02:00 PM - 03:15 PM,2,"Brown, M",On Campus,Fall,2017,Afternoon,75
ME 321,Heat Transfer,4,12488,LCD,10:00 AM - 10:50 AM,3,"Anand, S",On Campus,Fall,2017,Morning,50
ME 321,Heat Transfer,4,39449,LCD,11:00 AM - 11:50 AM,3,"Salehi-Khojin, A",On Campus,Fall,2017,Morning,50
ME 325,Intermediate Thermodynamics,3,12491,LCD,02:00 PM - 02:50 PM,3,"Manafzadeh, S",On Campus,Fall,2017,Afternoon,50
ME 341,Experimental Methods in Mechanical Engineering,3,12500,LEC,12:00 PM - 12:50 PM,2,"Szwalek, J",On Campus,Fall,2017,Afternoon,50
ME 341,Experimental Methods in Mechanical Engineering,3,36969,LEC,10:00 AM - 10:50 AM,2,"Szwalek, J",On Campus,Fall,2017,Morning,50
ME 347,Introduction to Computer-Aided Design,3,40150,LEC,09:30 AM - 10:20 AM,2,"Szwalek, J",On Campus,Fall,2017,Morning,50
ME 370,Mechanical Engineering Design,3,33053,LCD,12:30 PM - 01:45 PM,2,"Hatami Marbini, H",On Campus,Fall,2017,Afternoon,75
ME 380,Manufacturing Process Principles,3,12554,LCD,09:00 AM - 09:50 AM,3,"Subramanian, A",On Campus,Fall,2017,Morning,50
ME 396,Senior Design I,0,40900,LCD,03:30 PM - 04:20 PM,2,"Brown, M",On Campus,Fall,2017,Afternoon,50
ME 396,Senior Design I,0,12555,LCD,09:30 AM - 10:20 AM,2,"Brown, M",On Campus,Fall,2017,Morning,50
ME 396,Senior Design I,0,37914,LCD,12:00 PM - 12:50 PM,2,"Komperda, J",On Campus,Fall,2017,Afternoon,50
ME 396,Senior Design I,0,40060,LCD,10:00 AM - 10:50 AM,2,"Komperda, J",On Campus,Fall,2017,Morning,50
ME 401,Applied Stress Analysis I,3,32254,LCD,02:00 PM - 03:15 PM,2,"Shahbazian-Yassar, R",On Campus,Fall,2017,Afternoon,75
ME 401,Applied Stress Analysis I,3,32255,LCD,02:00 PM - 03:15 PM,2,"Shahbazian-Yassar, R",On Campus,Fall,2017,Afternoon,75
ME 411,Mechatronics I,0,32259,LEC,04:00 PM - 04:50 PM,2,"Cetinkunt, S",On Campus,Fall,2017,Afternoon,50
ME 411,Mechatronics I,0,32260,LEC,04:00 PM - 04:50 PM,2,"Cetinkunt, S",On Campus,Fall,2017,Afternoon,50
ME 412,Dynamic Systems Analysis I,3,39453,LCD,05:00 PM - 06:15 PM,2,"Cetinkunt, S",On Campus,Fall,2017,Evening,75
ME 412,Dynamic Systems Analysis I,3,39454,LCD,05:00 PM - 06:15 PM,2,"Cetinkunt, S",On Campus,Fall,2017,Evening,75
ME 413,Dynamics of Mechanical Systems,3,40947,LCD,02:00 PM - 04:30 PM,1,"Shabana, A",On Campus,Fall,2017,Afternoon,150
ME 413,Dynamics of Mechanical Systems,3,40948,LCD,02:00 PM - 04:30 PM,1,"Shabana, A",On Campus,Fall,2017,Afternoon,150
ME 421,Intermediate Heat Transfer,3,12506,LEC,11:00 AM - 11:50 AM,3,"Manafzadeh, S",On Campus,Fall,2017,Morning,50
ME 421,Intermediate Heat Transfer,3,20381,LEC,11:00 AM - 11:50 AM,3,"Manafzadeh, S",On Campus,Fall,2017,Morning,50
ME 424,Energy Management Solutions for Industry: Theory and Practice,3,32699,LEC,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Fall,2017,Evening,150
ME 424,Energy Management Solutions for Industry: Theory and Practice,3,32700,LEC,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Fall,2017,Evening,150
ME 428,Numerical Methods in Mechanical Engineering,3,12513,LCD,01:00 PM - 01:50 PM,3,"Aggarwal, S",On Campus,Fall,2017,Afternoon,50
ME 428,Numerical Methods in Mechanical Engineering,3,20382,LCD,01:00 PM - 01:50 PM,3,"Aggarwal, S",On Campus,Fall,2017,Afternoon,50
ME 429,Internal Combustion Engines,3,29092,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Fall,2017,Evening,150
ME 429,Internal Combustion Engines,3,29093,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Fall,2017,Evening,150
ME 444,Interdisciplinary Product Development I,3,27413,LCD,ARRANGED,0,"Scott, M",On Campus,Fall,2017,N/A,0
ME 444,Interdisciplinary Product Development I,3,28572,LCD,ARRANGED,0,"Scott, M",On Campus,Fall,2017,N/A,0
ME 494,Special Topics in Mechanical Engineering,3,12524,LCD,09:30 AM - 10:45 AM,2,"Megaridis, C",On Campus,Fall,2017,Morning,75
ME 494,Special Topics in Mechanical Engineering,3,20426,LCD,09:30 AM - 10:45 AM,2,"Megaridis, C",On Campus,Fall,2017,Morning,75
ME 494,Special Topics in Mechanical Engineering,3,39097,LCD,02:00 PM - 02:50 PM,3,"Komperda, J",On Campus,Fall,2017,Afternoon,50
ME 496,Undergraduate Senior Design Thesis I,0,41954,LCD,ARRANGED,0,N/A,On Campus,Fall,2017,N/A,0
ME 499,Professional Development Seminar,0,27805,LCD,05:00 PM - 05:50 PM,1,"Darabi, H",On Campus,Fall,2017,Evening,50
ME 515,Micro- and Nano-Transport Phenomena,4,40742,LCD,02:00 PM - 03:15 PM,2,"Yarin, A",On Campus,Fall,2017,Afternoon,75
ME 518,Fundamentals of Turbulence,4,39468,LCD,12:30 PM - 01:45 PM,2,"Paoli, R",On Campus,Fall,2017,Afternoon,75
ME 536,Chemically Reacting Flows,4,40743,LCD,03:30 PM - 04:45 PM,2,"Lynch, P",On Campus,Fall,2017,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,33550,LCD,11:30 AM - 12:45 PM,2,"Klatt, D",On Campus,Fall,2017,Morning,75
ME 594,Current Topics in Mechanical Engineering,4,27650,LCD,04:00 PM - 06:45 PM,1,"Hatami Marbini, H",On Campus,Fall,2017,Afternoon,165
ME 594,Current Topics in Mechanical Engineering,4,33551,LCD,04:00 PM - 06:30 PM,1,"Mashayek, F",On Campus,Fall,2017,Afternoon,150
ME 205,Introduction to Thermodynamics,3,15795,LCD,01:00 PM - 01:50 PM,3,"Minkowycz, W",On Campus,Spring,2018,Afternoon,50
ME 210,Engineering Dynamics,3,15796,LCD,04:00 PM - 04:50 PM,3,"Berniker, M",On Campus,Spring,2018,Afternoon,50
ME 211,Fluid Mechanics I,4,21434,LCD,03:00 PM - 03:50 PM,3,"Yarin, A; Scott, S",On Campus,Spring,2018,Afternoon,50
ME 211,Fluid Mechanics I,4,38070,LCD,12:00 PM - 12:50 PM,3,"Megaridis, C",On Campus,Spring,2018,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,15805,LEC,09:00 AM - 09:50 AM,3,"Szwalek, J",On Campus,Spring,2018,Morning,50
ME 250,Introduction to Engineering Design and Graphics,3,35050,LEC,02:00 PM - 02:50 PM,3,"Siow, Y",On Campus,Spring,2018,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,36292,LEC,11:00 AM - 11:50 AM,3,"Szwalek, J",On Campus,Spring,2018,Morning,50
ME 250,Introduction to Engineering Design and Graphics,3,38131,LEC,04:00 PM - 04:50 PM,3,"Siow, Y",On Campus,Spring,2018,Afternoon,50
ME 261,Materials for Manufacturing,2,24298,LCD,03:00 PM - 03:50 PM,3,"Cowens, P; Wang, H",On Campus,Spring,2018,Afternoon,50
ME 308,Mechanical Vibrations,3,15806,LCD,09:00 AM - 09:50 AM,3,"Siow, Y",On Campus,Spring,2018,Morning,50
ME 308,Mechanical Vibrations,3,35710,LCD,11:00 AM - 11:50 AM,3,"Lilley, C",On Campus,Spring,2018,Morning,50
ME 312,Dynamic Systems and Control,3,35719,LCD,01:00 PM - 01:50 PM,3,"Berniker, M",On Campus,Spring,2018,Afternoon,50
ME 320,Mechanisms and Dynamics of Machinery,3,15808,LCD,02:00 PM - 03:15 PM,2,"Brown, M; Szwalek, J",On Campus,Spring,2018,Afternoon,75
ME 321,Heat Transfer,4,15812,LCD,04:00 PM - 04:50 PM,3,"Manafzadeh, S",On Campus,Spring,2018,Afternoon,50
ME 325,Intermediate Thermodynamics,3,15813,LCD,09:00 AM - 09:50 AM,3,"Lynch, P",On Campus,Spring,2018,Morning,50
ME 325,Intermediate Thermodynamics,3,38817,LCD,01:00 PM - 01:50 PM,3,"Manafzadeh, S",On Campus,Spring,2018,Afternoon,50
ME 341,Experimental Methods in Mechanical Engineering,3,15819,LEC,12:00 PM - 12:50 PM,2,"Xu, J",On Campus,Spring,2018,Afternoon,50
ME 341,Experimental Methods in Mechanical Engineering,3,36800,LEC,02:00 PM - 02:50 PM,2,"Szwalek, J",On Campus,Spring,2018,Afternoon,50
ME 347,Introduction to Computer-Aided Design,3,39388,LEC,01:00 PM - 01:50 PM,2,"Hatami Marbini, H",On Campus,Spring,2018,Afternoon,50
ME 370,Mechanical Engineering Design,3,33178,LCD,02:00 PM - 03:15 PM,2,"Subramanian, A",On Campus,Spring,2018,Afternoon,75
ME 380,Manufacturing Process Principles,3,15847,LCD,08:00 AM - 08:50 AM,3,"Abiade, J",On Campus,Spring,2018,Morning,50
ME 397,Senior Design Il,2,37339,LCD,ARRANGED,0,"Brown, M; Komperda, J",On Campus,Spring,2018,N/A,0
ME 397,Senior Design Il,2,38073,LCD,ARRANGED,0,"Brown, M; Komperda, J",On Campus,Spring,2018,N/A,0
ME 397,Senior Design Il,2,36801,LCD,ARRANGED,0,"Komperda, J",On Campus,Spring,2018,N/A,0
ME 397,Senior Design Il,2,38597,LCD,ARRANGED,0,"Komperda, J",On Campus,Spring,2018,N/A,0
ME 408,Intermediate Vibration Theory,3,31452,LCD,02:00 PM - 03:15 PM,2,"Shabana, A",On Campus,Spring,2018,Afternoon,75
ME 408,Intermediate Vibration Theory,3,31900,LCD,02:00 PM - 03:15 PM,2,"Shabana, A",On Campus,Spring,2018,Afternoon,75
ME 415,Propulsion Theory,3,33271,LCD,12:30 PM - 01:45 PM,2,"Brezinsky, K",On Campus,Spring,2018,Afternoon,75
ME 415,Propulsion Theory,3,33389,LCD,12:30 PM - 01:45 PM,2,"Brezinsky, K",On Campus,Spring,2018,Afternoon,75
ME 417,Intermediate Fluid Mechanics,3,31454,LCD,11:00 AM - 11:50 AM,3,"Paoli, R",On Campus,Spring,2018,Morning,50
ME 417,Intermediate Fluid Mechanics,3,31902,LCD,11:00 AM - 11:50 AM,3,"Paoli, R",On Campus,Spring,2018,Morning,50
ME 422,"Heating, Ventilation and Air Conditioning",3,36503,LCD,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Spring,2018,Evening,150
ME 422,"Heating, Ventilation and Air Conditioning",3,36505,LCD,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Spring,2018,Evening,150
ME 426,Applied Combustion,3,31455,LCD,02:00 PM - 03:15 PM,2,"Aggarwal, S",On Campus,Spring,2018,Afternoon,75
ME 428,Numerical Methods in Mechanical Engineering,3,15824,LCD,03:00 PM - 03:50 PM,3,"Aggarwal, S",On Campus,Spring,2018,Afternoon,50
ME 428,Numerical Methods in Mechanical Engineering,3,19337,LCD,03:00 PM - 03:50 PM,3,"Aggarwal, S",On Campus,Spring,2018,Afternoon,50
ME 445,Interdisciplinary Product Development 2,4,31457,LCD,ARRANGED,0,"Scott, M",On Campus,Spring,2018,N/A,0
ME 449,Microdevices and Micromachining Technology,0,19209,LCD,09:30 AM - 10:45 AM,2,"Paprotny, I",On Campus,Spring,2018,Morning,75
ME 449,Microdevices and Micromachining Technology,0,23636,LCD,09:30 AM - 10:45 AM,2,"Paprotny, I",On Campus,Spring,2018,Morning,75
ME 450,Air Pollution Engineering,3,25641,LCD,ARRANGED,0,"Lock, A",On Campus,Spring,2018,N/A,0
ME 450,Air Pollution Engineering,3,30901,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Spring,2018,Evening,150
ME 450,Air Pollution Engineering,3,34696,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Spring,2018,Evening,150
ME 497,Undergraduate Senior Design Thesis II,0,40408,LCD,ARRANGED,0,"Komperda, J",On Campus,Spring,2018,N/A,0
ME 499,Professional Development Seminar,0,38363,LCD,05:00 PM - 05:50 PM,1,"Darabi, H",On Campus,Spring,2018,Evening,50
ME 502,Applied Stress Analysis II,4,31458,LCD,09:00 AM - 11:30 AM,1,"Hatami Marbini, H",On Campus,Spring,2018,Morning,150
ME 504,Computer Aided Analysis of Multibody Systems I,4,39400,LCD,05:00 PM - 06:15 PM,2,"Shabana, A",On Campus,Spring,2018,Evening,75
ME 511,Mechatronics II,4,19582,LEC,04:00 PM - 04:50 PM,2,"Cetin, S",On Campus,Spring,2018,Afternoon,50
ME 512,Automatic Control of Mechanical Systems,4,33278,LCD,05:00 PM - 06:15 PM,2,"Cetin, S",On Campus,Spring,2018,Evening,75
ME 521,Heat Conduction,4,40402,LEC,04:00 PM - 06:30 PM,1,"Mashayek, F",On Campus,Spring,2018,Afternoon,150
ME 525,Boiling Heat Transfer and Two-Phase Flow,4,40047,LEC,03:30 PM - 04:45 PM,2,"Anand, S",On Campus,Spring,2018,Afternoon,75
ME 541,Microelectronic Fabrication Techniques,4,22184,LCD,04:00 PM - 05:15 PM,2,"Feinerman, A",On Campus,Spring,2018,Afternoon,75
ME 547,Advanced Concepts in Computer-Aided Engineering,4,40403,LCD,12:30 PM - 01:45 PM,2,"Naghshineh, M",On Campus,Spring,2018,Afternoon,75
ME 594,Current Topics in Mechanical Engineering,4,33580,LCD,09:30 AM - 10:45 AM,2,"Xu, J",On Campus,Spring,2018,Morning,75
ME 594,Current Topics in Mechanical Engineering,4,36618,LCD,04:00 PM - 06:30 PM,1,"Shahbazian-Yassar, R",On Campus,Spring,2018,Afternoon,150
ME 594,Current Topics in Mechanical Engineering,4,38589,LCD,04:30 PM - 07:00 PM,1,"Pan, Y",On Campus,Spring,2018,Afternoon,150
ME 205,Introduction to Thermodynamics,3,12405,LCD,02:00 PM - 02:50 PM,3,"Manafzadeh, S",On Campus,Fall,2018,Afternoon,50
ME 210,Engineering Dynamics,3,12407,LCD,12:00 PM - 12:50 PM,3,"Lilley, C",On Campus,Fall,2018,Afternoon,50
ME 211,Fluid Mechanics I,4,12429,LCD,10:00 AM - 10:50 AM,3,"Megaridis, C",On Campus,Fall,2018,Morning,50
ME 211,Fluid Mechanics I,4,35391,LCD,03:00 PM - 03:50 PM,3,"Mirbod, P",On Campus,Fall,2018,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,12457,LEC,12:00 PM - 12:50 PM,3,"Szwalek, J",On Campus,Fall,2018,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,35096,LEC,10:00 AM - 10:50 AM,3,"Siow, Y",On Campus,Fall,2018,Morning,50
ME 250,Introduction to Engineering Design and Graphics,3,36752,LEC,02:00 PM - 02:50 PM,3,"Abiade, J",On Campus,Fall,2018,Afternoon,50
ME 250,Introduction to Engineering Design and Graphics,3,38912,LEC,04:00 PM - 04:50 PM,3,"Siow, Y",On Campus,Fall,2018,Afternoon,50
ME 261,Materials for Manufacturing,2,12472,LCD,02:00 PM - 02:50 PM,3,"McNallan, M",On Campus,Fall,2018,Afternoon,50
ME 308,Mechanical Vibrations,3,29574,LCD,01:00 PM - 01:50 PM,3,"Szwalek, J",On Campus,Fall,2018,Afternoon,50
ME 312,Dynamic Systems and Control,3,22457,LCD,04:00 PM - 04:50 PM,3,"Kim, M",On Campus,Fall,2018,Afternoon,50
ME 320,Mechanisms and Dynamics of Machinery,3,12477,LCD,12:30 PM - 01:45 PM,2,"Brown, M",On Campus,Fall,2018,Afternoon,75
ME 321,Heat Transfer,4,39449,LCD,11:00 AM - 11:50 AM,3,"Manafzadeh, S",On Campus,Fall,2018,Morning,50
ME 325,Intermediate Thermodynamics,3,12491,LCD,02:00 PM - 02:50 PM,3,"Siow, Y",On Campus,Fall,2018,Afternoon,50
ME 341,Experimental Methods in Mechanical Engineering,3,36969,LEC,11:00 AM - 11:50 AM,2,"Xu, J",On Campus,Fall,2018,Morning,50
ME 347,Introduction to Computer-Aided Design,3,40150,LEC,09:00 AM - 09:50 AM,2,"Szwalek, J",On Campus,Fall,2018,Morning,50
ME 370,Mechanical Engineering Design,3,33053,LCD,02:00 PM - 03:15 PM,2,"Saggere, L",On Campus,Fall,2018,Afternoon,75
ME 380,Manufacturing Process Principles,3,12554,LCD,08:00 AM - 08:50 AM,3,"Subramanian, A",On Campus,Fall,2018,Morning,50
ME 396,Senior Design I,0,40900,LCD,03:30 PM - 04:20 PM,2,"Brown, M; Scott, S",On Campus,Fall,2018,Afternoon,50
ME 396,Senior Design I,0,12555,LCD,09:30 AM - 10:20 AM,2,"Brown, M; Scott, S",On Campus,Fall,2018,Morning,50
ME 396,Senior Design I,0,37914,LCD,02:00 PM - 02:50 PM,2,"Komperda, J; Scott, S",On Campus,Fall,2018,Afternoon,50
ME 396,Senior Design I,0,40060,LCD,10:00 AM - 10:50 AM,2,"Komperda, J; Scott, S",On Campus,Fall,2018,Morning,50
ME 401,Applied Stress Analysis I,3,32254,LCD,02:00 PM - 03:15 PM,2,N/A,On Campus,Fall,2018,Afternoon,75
ME 401,Applied Stress Analysis I,3,32255,LCD,02:00 PM - 03:15 PM,2,N/A,On Campus,Fall,2018,Afternoon,75
ME 411,Mechatronics I,0,32259,LEC,04:00 PM - 04:50 PM,2,"Cetin, S",On Campus,Fall,2018,Afternoon,50
ME 411,Mechatronics I,0,32260,LEC,04:00 PM - 04:50 PM,2,"Cetin, S",On Campus,Fall,2018,Afternoon,50
ME 412,Dynamic Systems Analysis I,3,39453,LCD,05:00 PM - 06:15 PM,2,"Berniker, M",On Campus,Fall,2018,Evening,75
ME 412,Dynamic Systems Analysis I,3,39454,LCD,05:00 PM - 06:15 PM,2,"Berniker, M",On Campus,Fall,2018,Evening,75
ME 413,Dynamics of Mechanical Systems,3,40947,LCD,12:30 PM - 01:45 PM,2,"Shabana, A",On Campus,Fall,2018,Afternoon,75
ME 413,Dynamics of Mechanical Systems,3,40948,LCD,12:30 PM - 01:45 PM,2,"Shabana, A",On Campus,Fall,2018,Afternoon,75
ME 419,Compressible Flow Theory,3,31434,LCD,03:00 PM - 03:50 PM,3,"Brezinsky, K",On Campus,Fall,2018,Afternoon,50
ME 419,Compressible Flow Theory,3,31443,LCD,03:00 PM - 03:50 PM,3,"Brezinsky, K",On Campus,Fall,2018,Afternoon,50
ME 421,Intermediate Heat Transfer,3,12506,LEC,12:00 PM - 12:50 PM,3,"Scott, S; Jung, E",On Campus,Fall,2018,Afternoon,50
ME 421,Intermediate Heat Transfer,3,20381,LEC,12:00 PM - 12:50 PM,3,"Scott, S; Jung, E",On Campus,Fall,2018,Afternoon,50
ME 424,Energy Management Solutions for Industry: Theory and Practice,3,32699,LEC,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Fall,2018,Evening,150
ME 424,Energy Management Solutions for Industry: Theory and Practice,3,32700,LEC,06:00 PM - 08:30 PM,1,"Ryan, W",On Campus,Fall,2018,Evening,150
ME 428,Numerical Methods in Mechanical Engineering,3,12513,LCD,03:00 PM - 03:50 PM,3,"Aggarwal, S",On Campus,Fall,2018,Afternoon,50
ME 428,Numerical Methods in Mechanical Engineering,3,20382,LCD,03:00 PM - 03:50 PM,3,"Aggarwal, S",On Campus,Fall,2018,Afternoon,50
ME 428,Numerical Methods in Mechanical Engineering,3,42949,LCD,03:00 PM - 03:50 PM,3,"Minkowycz, W; Scott, S",On Campus,Fall,2018,Afternoon,50
ME 428,Numerical Methods in Mechanical Engineering,3,42950,LCD,03:00 PM - 03:50 PM,3,"Minkowycz, W; Scott, S",On Campus,Fall,2018,Afternoon,50
ME 429,Internal Combustion Engines,3,29092,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Fall,2018,Evening,150
ME 429,Internal Combustion Engines,3,29093,LCD,06:00 PM - 08:30 PM,1,"Manafzadeh, S",On Campus,Fall,2018,Evening,150
ME 444,Interdisciplinary Product Development I,3,27413,LCD,ARRANGED,1,"Scott, M",On Campus,Fall,2018,N/A,0
ME 444,Interdisciplinary Product Development I,3,28572,LCD,ARRANGED,1,"Scott, M",On Campus,Fall,2018,N/A,0
ME 444,Interdisciplinary Product Development I,3,39039,LCD,ARRANGED,1,"Scott, M",On Campus,Fall,2018,N/A,0
ME 444,Interdisciplinary Product Development I,3,39040,LCD,ARRANGED,1,"Scott, M",On Campus,Fall,2018,N/A,0
ME 494,Special Topics in Mechanical Engineering,3,12524,LCD,09:30 AM - 10:45 AM,2,"Yarin, A",On Campus,Fall,2018,Morning,75
ME 494,Special Topics in Mechanical Engineering,3,20426,LCD,09:30 AM - 10:45 AM,2,"Yarin, A",On Campus,Fall,2018,Morning,75
ME 496,Undergraduate Senior Design Thesis I,0,41954,LCD,11:00 AM - 11:50 AM,3,"Komperda, J",On Campus,Fall,2018,Morning,50
ME 499,Professional Development Seminar,0,27805,LCD,05:00 PM - 05:50 PM,1,"Darabi, H",On Campus,Fall,2018,Evening,50
ME 518,Fundamentals of Turbulence,4,39468,LCD,02:00 PM - 03:15 PM,2,"Paoli, R",On Campus,Fall,2018,Afternoon,75
ME 528,Numerical Heat Transfer,4,40645,LCD,04:00 PM - 06:30 PM,1,"Mashayek, F",On Campus,Fall,2018,Afternoon,150
ME 562,Biomedical Implants in Orthopedics and Dentistry,4,42663,LCD,02:00 PM - 04:30 PM,1,"Mathew, M",On Campus,Fall,2018,Afternoon,150
ME 594,Current Topics in Mechanical Engineering,4,40660,LCD,10:00 AM - 11:15 AM,2,"Abiade, J",On Campus,Fall,2018,Morning,75
ME 594,Current Topics in Mechanical Engineering,4,31438,LCD,11:00 AM - 11:50 AM,3,"Lilley, C",On Campus,Fall,2018,Morning,50
ME 594,Current Topics in Mechanical Engineering,4,38559,LCD,03:30 PM - 04:45 PM,2,"Lynch, P",On Campus,Fall,2018,Afternoon,75
